file_name,row,column,layer,ratio
R0.36.2006.jpeg,500,354,3,1.412429379
R0.121.2016.jpeg,889,600,3,1.481666667
R4.23.2007.jpeg,850,600,3,1.416666667
R6.9.2001.jpeg,2100,1400,3,1.5
R2.29.2007.jpeg,668,440,3,1.518181818
R6.17.2007.jpeg,996,706,3,1.410764873
R0.18.2014.jpeg,750,532,3,1.409774436
R3.41.2007.jpeg,1303,879,3,1.482366325
R0.57.2017.jpeg,1350,900,3,1.5
R9.46.2016.jpeg,3000,2000,3,1.5
R0.16.2008.jpeg,1500,1000,3,1.5
R7.11.2007.jpeg,1200,800,3,1.5
R7.2.2010.jpeg,1500,1000,3,1.5
R0.27.2011.jpeg,1500,1000,3,1.5
R8.55.2015.jpeg,2100,1400,3,1.5
R5.13.2001.jpeg,854,600,3,1.423333333
R8.16.2014.jpeg,1500,1000,3,1.5
R9.6.2003.jpeg,1500,1000,3,1.5
R5.117.2016.jpeg,891,630,3,1.414285714
R7.16.2015.jpeg,2048,1417,3,1.445306987
R4.77.2017.jpeg,1000,697,3,1.43472023
R8.34.2015.jpeg,1500,1000,3,1.5
R4.33.2017.jpeg,750,500,3,1.5
R1.1.2001.jpeg,998,661,3,1.509833585
R9.44.2017.jpeg,3000,2000,3,1.5
R6.23.2008.jpeg,1500,1000,3,1.5
R0.12.1999.jpeg,2100,1400,3,1.5
R4.64.2017.jpeg,2100,1400,3,1.5
R9.15.2000.jpeg,1200,800,3,1.5
R2.7.2012.jpeg,1500,1000,3,1.5
R5.37.2016.jpeg,1500,1000,3,1.5
R7.74.2015.jpeg,3000,2000,3,1.5
R6.8.2007.jpeg,1500,1000,3,1.5
R0.0.1999.jpeg,900,600,3,1.5
R4.17.2002.jpeg,1000,718,3,1.39275766
R1.30.2016.jpeg,1489,1042,3,1.428982726
R9.54.2016.jpeg,1500,1000,3,1.5
R3.79.2016.jpeg,960,686,3,1.39941691
R2.94.2015.jpeg,1500,1000,3,1.5
R9.0.1997.jpeg,1500,1000,3,1.5
R1.12.2001.jpeg,750,500,3,1.5
R8.10.2009.jpeg,1500,1000,3,1.5
R3.51.2015.jpeg,3000,2000,3,1.5
R5.15.2004.jpeg,1500,1000,3,1.5
R7.66.2017.jpeg,1500,1000,3,1.5
R2.73.2017.jpeg,1400,945,3,1.481481481
R5.20.2006.jpeg,2400,1600,3,1.5
R0.49.2008.jpeg,800,527,3,1.518026565
R4.11.2007.jpeg,2160,1440,3,1.5
R5.0.2016.jpeg,1875,1250,3,1.5
R2.8.1998.jpeg,2152,1523,3,1.413000657
R1.40.2007.jpeg,755,508,3,1.486220472
R4.10.2007.jpeg,1200,800,3,1.5
R7.7.2013.jpeg,1500,1000,3,1.5
R4.16.2002.jpeg,1297,1000,3,1.297
R2.33.2016.jpeg,3000,2000,3,1.5
R9.37.2007.jpeg,1350,900,3,1.5
R3.15.2007.jpeg,842,666,3,1.264264264
R6.51.2009.jpeg,1100,740,3,1.486486486
R0.41.2016.jpeg,1500,1000,3,1.5
R9.29.2004.jpeg,1500,1000,3,1.5
R1.15.2000.jpeg,1500,1000,3,1.5
R4.14.2005.jpeg,1500,1000,3,1.5
R6.58.2016.jpeg,1500,1055,3,1.421800948
R0.6.2013.jpeg,800,566,3,1.413427562
R8.4.2017.jpeg,3000,2000,3,1.5
R5.65.2017.jpeg,1600,1080,3,1.481481481
R7.17.2010.jpeg,1500,1000,3,1.5
R4.30.2015.jpeg,1500,1000,3,1.5
R3.58.2015.jpeg,3000,2000,3,1.5
R4.5.2016.jpeg,1500,1000,3,1.5
R7.13.2010.jpeg,1500,1000,3,1.5
R7.11.1998.jpeg,738,500,3,1.476
